Gender,East/West/Out,VSAT,MSAT,WSAT,Athletics,Housing,FGEN,HSRank,HSGPA,Stem,ERG,GotSchol,Retained,1st_yr_GPA
F,NA,440,480,460,0,1,1,,2.8,0,2,0,Y,3.32
F,NA,380,400,420,0,1,1,,2.23,0,9,0,Y,2.35
F,west,490,410,540,0,1,0,34,3,0,4,0,Y,2.93
M,west,620,690,620,0,1,1,,2.9,1,2,0,Y,0.63
F,east,460,470,530,0,1,0,52,3,0,3,1,Y,3.09
F,west,480,430,440,0,1,0,,3.18,0,9,1,N,2.42
F,east,760,560,670,0,0,0,,3.25,0,3,0,Y,3.94
F,east,530,410,490,1,1,1,38,2.47,0,4,1,Y,2.36
M,west,660,650,650,0,0,0,,3.06,0,2,0,N,0
M,west,430,580,480,0,1,0,41,2.6,0,8,0,Y,3.62
M,west,450,430,440,0,1,0,34,2.7,0,6,0,Y,2.88
F,east,470,480,440,0,1,0,20,3.15,1,4,0,Y,3.15
F,Out,450,500,470,1,1,0,,3,0,NA,0,Y,3.06
M,east,600,610,550,0,0,1,66,3.25,1,7,0,Y,2.82
F,west,470,490,560,0,1,1,51,3,0,7,0,Y,3.37
F,west,380,400,440,0,1,1,65,2.51,0,9,0,Y,2.32
F,west,490,490,450,0,1,1,68,2.98,1,9,0,Y,2.22
F,west,540,360,460,0,1,1,55,2.74,0,4,0,Y,1.67
M,west,440,580,440,0,1,0,44,3,0,4,0,Y,2.42
M,east,490,490,500,0,1,0,60,3,1,7,0,Y,3.4
F,Out,410,440,450,0,1,0,,2.7,0,NA,1,Y,3.01
F,east,600,630,620,0,0,0,,3.54,1,6,1,Y,3.14
M,west,590,610,550,0,1,1,,3,0,4,1,Y,1.78
M,west,510,550,550,0,1,0,91,3.7,1,8,1,N,3.86
F,east,520,600,550,0,1,1,91,3.68,1,7,0,Y,3.3
M,NA,410,510,440,0,1,0,,2.6,0,2,0,Y,2.3
F,west,510,460,550,0,1,0,41,2.7,0,5,0,Y,3.25
M,east,570,510,620,0,0,0,97,3.8,0,9,1,Y,3.93
F,west,580,460,510,0,1,1,81,3.7,1,7,0,N,3.74
M,east,460,510,600,0,1,0,40,2.7,0,3,0,Y,2.96
F,east,490,430,450,0,1,0,62,3,0,6,1,N,0
F,east,430,500,560,0,0,1,76,3.5,0,4,0,Y,3.61
F,west,500,430,510,0,1,1,92,3,0,9,1,Y,3.79
M,Out,520,610,560,1,1,0,53,2.7,0,5,0,Y,2.53
M,Out,,,,0,0,1,,2.38,0,8,0,N,1.79
F,west,490,520,480,0,1,0,,,0,2,0,Y,2.95
F,Out,530,480,590,0,1,0,,2.5,0,NA,0,N,0
M,east,490,440,520,0,1,0,33,3,0,4,0,Y,3
F,east,510,400,470,0,0,1,86,3.3,0,9,0,Y,3.77
F,east,410,450,430,0,0,1,56,3,0,9,1,Y,3.64
M,east,520,600,500,0,1,0,69,3.3,0,4,0,Y,2.84
M,west,590,450,510,0,1,0,,2.8,1,2,0,Y,3.34
F,west,460,480,550,0,1,1,56,3.3,0,6,0,Y,2.48
F,west,640,530,600,0,1,1,93,3.93,0,4,1,N,3.8
F,east,490,540,490,0,1,1,,3.3,0,2,0,Y,3.61
F,west,520,490,490,0,1,1,65,3.45,0,4,0,N,2.71
M,west,610,540,540,0,1,0,,3,1,2,0,Y,3.09
F,east,490,440,550,0,1,1,25,2.6,0,4,0,Y,3.44
F,west,500,540,570,0,1,1,,3.3,0,3,0,Y,3.5
F,east,620,490,610,0,0,0,,3.22,0,9,0,Y,3.71
M,west,540,530,490,0,1,0,,3,0,2,0,Y,3.44
M,east,630,530,520,1,0,0,63,3,0,5,1,Y,3.41
M,west,510,470,550,0,1,0,,2.9,0,1,0,Y,2.2
F,west,480,460,500,0,1,1,,2.7,0,4,1,Y,2.17
M,west,510,570,480,0,1,0,35,2.8,0,4,1,N,3.11
F,west,440,540,490,0,1,0,80,3.13,0,9,0,Y,2.09
F,Out,600,520,510,0,1,0,56,3.2,0,NA,0,N,0
M,east,470,560,530,0,1,1,77,2.85,0,6,1,Y,3.03
F,east,540,540,540,0,1,0,47,2.7,0,7,1,Y,2.47
F,west,440,460,530,0,1,0,61,3,0,4,0,Y,3.53
M,east,500,500,580,0,1,1,53,3.23,0,6,1,Y,2.94
M,east,520,560,540,0,0,0,,2.27,1,3,0,Y,2.86
M,Out,,,,0,0,1,,3.38,0,8,0,Y,2.88
F,east,480,500,540,1,1,1,67,3.1,0,6,0,Y,3.55
M,east,490,550,450,0,1,0,69,2.9,0,6,1,Y,3.4
M,west,600,550,570,0,1,0,,3.2,1,2,0,Y,3.13
F,west,380,320,410,0,1,1,55,2.5,1,8,0,Y,2.67
F,west,360,360,410,0,1,1,55,2.93,0,9,1,Y,2.04
M,west,550,600,550,1,1,0,75,3.15,0,4,1,Y,2.45
M,east,550,470,530,0,1,0,,2.8,0,8,0,Y,3.42
F,east,490,590,480,0,0,1,43,2.7,0,5,0,Y,3.31
M,west,720,600,650,0,1,1,57,3.7,1,4,0,Y,2.99
F,west,510,430,540,0,1,0,,3.1,1,2,0,Y,2.6
M,east,550,510,560,0,1,1,,2.7,0,3,0,Y,0.98
F,west,430,560,450,0,1,1,48,3,0,3,0,N,0
M,east,600,620,540,0,1,0,21,2.7,1,4,0,Y,1.31
F,east,470,510,600,0,1,1,72,3.39,0,NA,1,Y,2.15
M,Out,560,630,540,0,1,0,64,3.1,0,NA,1,N,0
M,west,570,630,590,0,1,1,71,4,0,4,0,Y,3.43
M,west,420,610,420,1,1,1,85,3.82,1,9,1,Y,2.98
F,west,480,460,520,0,1,0,81,3.65,0,8,0,Y,3.64
M,west,350,460,410,0,1,1,25,2.2,0,8,0,Y,1.07
F,east,480,540,540,0,1,1,68,2.9,1,3,0,N,0.38
F,east,540,490,560,0,1,0,55,2.77,0,6,0,N,1.87
M,east,630,680,560,0,1,0,,2.62,0,3,0,N,3.64
F,west,570,520,530,0,1,1,72,2.78,0,6,0,Y,1.52
F,west,500,380,510,0,1,1,97,4,0,9,1,Y,3.27
M,west,400,370,390,0,1,1,71,3,1,9,0,Y,2.67
M,east,450,510,480,0,1,0,75,3.1,0,6,0,Y,3.66
F,Out,470,500,410,0,1,0,,3,1,NA,0,Y,2.41
M,west,500,490,460,0,1,0,,2.9,0,2,1,Y,2.88
M,west,430,440,460,0,1,1,49,2.7,1,8,0,Y,2.28
F,west,510,430,580,0,1,0,,3,0,8,0,N,2.86
M,west,570,550,460,0,1,0,,3.6,0,2,0,Y,2.86
M,west,460,530,520,1,1,0,,2.6,0,2,0,Y,2.1
M,NA,640,480,660,0,1,0,,2.7,0,2,0,Y,2.87
M,west,430,480,460,0,1,1,51,2.9,0,7,0,Y,2.65
M,west,400,610,400,0,1,0,,2.99,0,4,0,Y,1.59
M,west,550,520,520,0,1,1,,2.89,1,2,0,Y,2.75
F,east,550,420,560,0,0,0,88,4,0,8,0,N,0
M,west,520,530,470,0,1,0,50,2.9,0,4,0,Y,2.77
M,east,590,480,550,0,1,1,47,2.7,0,6,0,N,0
F,west,480,440,570,0,1,0,,3.6,0,2,0,Y,3.6
F,west,350,490,330,0,1,1,,3.7,1,8,0,Y,3.53
F,Out,480,570,550,0,1,0,35,2,1,NA,0,Y,3.03
M,east,430,540,490,0,1,0,80,3.2,0,6,1,Y,3.46
F,west,430,400,410,0,1,1,,2.3,0,8,1,Y,2.32
M,west,440,440,410,0,1,1,73,3.4,0,8,0,N,3.44
F,west,440,540,450,0,1,0,71,3.3,0,2,0,Y,3.42
F,west,510,510,500,0,1,1,,3.1,0,2,0,N,2.98
M,east,620,530,650,0,1,0,50,3.05,0,2,0,Y,3.71
M,Out,,,,0,1,0,56,3.1,0,NA,0,Y,3.45
F,west,520,520,520,0,1,1,42,2.54,1,4,1,Y,2.76
F,east,490,490,500,0,1,1,49,3.12,0,2,1,N,0
F,west,580,550,580,0,1,1,93,4,0,7,1,Y,3.98
M,east,630,580,520,0,1,0,,3.3,1,3,1,N,0.91
M,west,520,490,550,0,1,0,,2.7,0,8,0,Y,3.45
M,west,,,,0,1,1,,2.7,0,2,1,Y,2.64
F,west,580,670,530,0,1,0,82,3.4,0,3,0,Y,3.7
F,east,550,530,480,0,1,1,,3.1,0,2,0,Y,3.33
F,east,470,490,460,0,1,0,86,3.17,0,NA,1,Y,3.23
F,west,590,570,540,0,1,1,52,3.1,0,8,0,Y,3.42
F,west,450,490,480,0,1,0,68,3.1,0,8,1,Y,3.85
M,east,540,580,440,0,1,1,,3.6,1,3,1,Y,3.05
M,west,390,410,430,1,1,0,69,2.86,0,6,0,Y,2.11
M,east,370,430,330,1,1,1,32,2.25,0,6,0,Y,2.35
F,NA,420,430,430,0,1,1,26,2.6,0,3,0,Y,3.06
F,east,460,480,480,0,0,0,,3.2,0,3,1,Y,2.79
M,west,,,,0,0,0,,2.7,0,NA,0,N,0
F,west,570,570,550,0,1,0,82,3.6,0,2,1,Y,3.76
M,east,530,500,440,0,1,1,25,2.5,0,3,0,N,1.35
M,east,,,,0,0,1,,,1,NA,0,Y,2.14
M,west,560,570,480,0,1,1,,2.7,0,2,1,Y,2.81
F,Out,340,480,400,1,1,1,22,2.3,0,3,0,N,2.47
M,east,550,510,520,0,1,0,76,3.2,0,6,0,Y,3.19
F,east,450,470,410,0,1,1,63,3.3,0,6,0,Y,1.16
M,west,280,440,370,0,1,1,45,2.4,0,4,1,N,1.66
M,west,480,500,370,0,1,1,60,3.01,1,9,0,Y,2.45
M,west,570,600,550,0,1,0,22,2.65,0,4,1,Y,2.04
F,west,590,550,610,0,1,1,,3.2,0,7,0,N,0.25
M,Out,590,520,550,1,1,0,15,2.7,0,NA,0,Y,2.92
F,east,500,500,560,0,1,1,90,3.47,0,6,1,Y,3.69
M,east,420,510,470,1,1,1,29,2.5,0,8,0,N,0.6
F,east,590,530,620,0,1,1,53,2.9,1,3,0,Y,2.64
F,east,,,,0,0,0,55,2.9,0,4,0,Y,3.03
F,east,560,510,590,0,1,0,39,3,0,4,0,Y,3.59
M,west,590,580,610,0,1,0,57,3.21,0,5,0,N,3.38
M,Out,580,660,660,0,1,0,,2.3,1,NA,0,N,3.28
M,west,500,420,570,1,1,0,45,2.83,0,5,0,Y,2.62
F,west,460,500,490,0,1,0,,2.6,0,1,0,Y,1.89
M,west,550,620,540,0,1,1,,3.2,0,2,0,Y,3.05
M,east,580,590,550,0,1,0,,,0,5,0,Y,3.33
M,west,490,530,540,0,1,1,49,3.1,0,6,0,Y,3.4
F,east,430,520,570,0,1,0,54,3,0,8,0,Y,2.98
M,east,570,610,610,0,0,0,,2.69,0,3,0,N,3.46
M,Out,510,460,480,0,1,1,,2.5,0,NA,0,Y,2.36
F,west,530,370,520,0,1,0,32,2.4,0,2,0,Y,2.95
M,east,460,470,470,0,0,1,84,3.27,0,7,0,Y,3.61
M,east,650,600,680,1,1,0,56,3.15,0,4,0,Y,3.61
F,east,510,400,480,0,0,0,61,2.62,0,7,0,Y,2.27
M,west,400,360,400,0,1,1,76,2.96,0,9,0,Y,2.5
F,east,480,530,530,1,1,1,74,3.3,0,6,0,Y,3.37
M,east,540,560,440,0,1,1,41,2.5,1,6,0,Y,2.48
F,west,490,470,550,1,1,1,,2.8,0,1,0,Y,2.52
M,Out,570,450,620,0,1,0,,2.2,0,NA,0,N,0.17
F,east,390,390,440,0,1,1,45,2.34,0,6,1,Y,2.33
F,west,600,430,660,0,1,0,,3.59,0,2,0,Y,3.63
F,east,450,420,460,0,0,1,88,3.28,0,7,0,Y,2.32
F,east,420,320,470,0,0,0,67,2.83,0,9,1,N,0
F,west,600,470,550,0,1,1,92,3.57,0,9,1,Y,3.67
M,east,320,730,350,0,0,0,,2.67,0,8,0,N,2.79
M,east,500,510,420,0,0,0,36,2.8,1,3,0,Y,2.84
M,Out,500,570,500,1,1,1,,2.5,0,NA,0,N,3.13
M,west,540,580,490,0,1,1,65,3.5,1,3,0,Y,3.21
M,west,480,450,500,0,1,1,,3.3,0,3,1,Y,2.75
F,west,510,500,500,0,1,1,,2.3,0,2,0,Y,2.23
M,west,470,540,460,0,0,1,,2.7,0,4,0,N,0.2
M,west,430,530,480,0,1,1,91,3.9,0,8,1,Y,3.04
F,west,490,460,460,0,1,0,42,2.03,0,6,0,Y,1.56
M,east,660,510,690,0,1,1,89,3.25,0,6,0,N,0
F,west,560,590,650,0,1,1,,2.7,0,8,0,Y,3.8
M,west,510,540,490,0,1,1,57,3.2,1,3,0,Y,3.44
F,east,540,590,540,0,1,1,66,3,0,7,0,N,2.6
M,west,440,470,380,1,1,0,,3,0,4,0,Y,2.95
F,east,630,490,590,0,1,0,,2.72,1,3,0,Y,3.34
M,east,,,,0,0,0,,,0,9,0,N,3.89
M,west,430,280,380,0,1,1,22,2.5,0,8,0,Y,2.82
F,west,470,480,460,0,1,0,59,2.8,0,6,0,N,2.18
F,west,490,480,530,0,1,1,75,3.3,0,4,1,N,0
M,west,560,510,520,0,1,1,,2.6,1,3,0,Y,2.43
M,west,520,500,480,0,1,0,74,3,0,4,0,Y,2.2
F,east,470,480,510,0,1,1,,2.77,1,5,1,Y,2.52
M,east,600,540,490,0,1,1,48,3,0,3,0,Y,1.6
M,west,480,540,520,0,1,1,74,4,0,3,0,Y,2.22
F,west,530,460,560,0,1,1,42,2.7,0,3,0,N,1.56
M,east,460,540,420,0,1,1,91,3.7,1,9,1,Y,3.03
M,west,470,450,410,0,1,1,,3.7,0,4,0,Y,2.49
M,west,550,560,490,0,1,1,24,2.3,1,6,0,N,0.2
M,east,620,510,690,0,1,0,55,3.2,0,3,0,Y,3.04
F,Out,640,430,680,0,1,0,67,3.5,0,NA,0,Y,3.87
F,east,470,540,460,0,1,0,85,3.7,1,8,1,Y,3.73
M,west,490,490,420,0,1,1,,2.6,0,2,0,N,2.58
M,west,490,500,560,1,1,1,51,2.7,0,6,0,Y,2.3
M,east,430,520,530,0,1,1,74,2.87,0,NA,0,Y,3.49
F,west,470,380,440,0,1,1,56,2.78,0,9,0,Y,2.33
M,west,,,,0,1,0,,3.2,0,2,1,Y,2.37
F,east,380,470,450,0,1,0,68,2.9,1,9,1,Y,2.98
M,west,400,380,400,0,1,1,,2.27,0,9,1,Y,1.54
M,east,580,590,630,0,1,0,53,3.17,0,2,0,N,2.75
M,west,500,550,500,0,1,0,,2.6,1,2,0,Y,1.11
M,east,480,480,470,1,1,0,,2.5,0,8,0,Y,2.78
F,west,530,520,480,0,1,0,,3.1,0,2,1,Y,3.15
F,east,490,530,470,0,0,1,93,3.7,0,8,0,Y,3.18
F,east,520,510,470,0,1,1,39,2.59,0,2,0,Y,2.82
M,east,610,530,540,0,1,1,56,2.7,0,5,0,Y,2.94
M,east,550,530,520,0,0,1,70,3.4,1,4,0,Y,3.03
M,east,510,550,560,0,1,0,71,3.42,0,4,1,Y,3.18
F,east,570,480,480,0,0,1,,2.62,0,3,1,Y,3.15
M,NA,550,460,550,0,1,0,79,3.23,0,7,0,Y,2.2
M,east,570,650,550,0,0,1,98,3.77,1,7,0,Y,3.87
F,east,490,440,490,0,1,1,63,2.9,0,5,0,Y,2.76
M,west,460,550,540,0,1,0,70,3.2,0,8,0,Y,2.83
F,west,510,430,500,0,1,1,,2.9,1,2,0,N,2.13
F,west,520,530,550,0,1,1,,3,1,2,1,Y,3.15
F,west,520,500,460,0,1,1,57,2.9,1,8,0,Y,2.79
F,west,540,490,520,0,1,1,,3.1,0,2,0,Y,3.48
M,east,,,,0,0,1,,3.3,0,NA,0,Y,3.35
F,east,340,360,350,0,1,1,70,2.75,1,8,0,Y,1.76
F,west,490,480,470,0,1,1,,2.2,0,4,1,N,0
F,west,,,,0,1,0,,3.9,1,2,0,Y,3.7
M,west,550,550,620,0,1,0,27,2.3,0,2,0,N,1.71
M,west,530,460,490,0,1,1,31,2.7,0,9,1,Y,3.12
M,east,410,540,360,0,0,1,80,3.7,0,6,0,N,0
M,west,360,430,430,0,1,1,,2.7,0,8,0,Y,3.38
F,east,450,530,430,0,0,1,86,3.85,0,9,0,Y,3.01
F,east,380,350,470,0,1,1,61,3,0,6,1,Y,3.27
F,west,380,410,410,0,1,1,,2.7,1,2,0,N,0.67
M,east,550,550,570,0,0,0,37,2.6,0,3,0,Y,3.4
F,west,450,410,480,0,1,0,70,3,0,8,0,Y,2.83
M,east,710,570,610,0,1,0,57,3,0,4,0,Y,3.75
F,west,560,470,470,0,1,1,,2.9,0,2,0,Y,3.21
M,west,520,490,500,0,1,0,,3.1,0,1,1,Y,3.27
M,east,540,460,480,0,1,0,,2.3,0,2,0,Y,2.76
F,east,490,540,510,0,0,0,90,3.66,1,7,1,Y,3.19
F,west,520,510,530,1,1,1,,3,0,6,1,Y,2.23
M,west,540,500,450,0,1,0,55,3.3,0,4,0,N,3.08
F,west,440,310,510,0,1,0,13,2.7,0,8,0,N,2.16
M,east,420,470,380,0,1,0,,2.23,0,3,1,Y,2.78
F,Out,500,530,510,0,1,0,,2.2,0,NA,0,Y,2.47
F,east,540,500,560,0,1,0,53,2.77,0,6,0,Y,3.1
F,east,640,580,600,0,0,0,,3.13,0,3,0,N,0
M,east,570,480,480,0,0,0,68,2.83,0,7,0,Y,3.38
F,west,610,580,560,0,1,1,97,3.51,1,9,1,N,1.88
F,east,,,,0,1,0,54,3.3,1,4,0,Y,3.77
F,east,550,600,650,0,0,0,83,3.56,0,5,1,N,3.54
M,west,520,610,530,0,1,1,26,2,1,8,0,N,2.18
F,west,520,550,520,0,1,1,71,3,0,4,0,N,0
M,west,,,,0,1,1,,3.4,0,1,0,N,2.03
M,east,680,490,610,0,0,1,93,4.1,0,8,1,N,3.32
M,west,490,520,550,0,1,1,73,3.3,1,8,0,Y,3.3
M,east,540,610,610,0,1,0,44,3,0,4,0,Y,2.42
M,west,470,320,410,0,1,1,,3,0,8,0,Y,1.83
M,east,480,470,500,0,1,1,26,2.7,0,4,0,N,0
F,west,450,480,450,0,1,1,63,3,0,4,0,N,2.69
M,west,500,540,500,0,1,0,77,3.7,0,6,0,N,2.97
F,west,720,640,570,0,1,0,94,3.9,0,9,1,Y,3.76
F,east,310,400,320,0,1,1,85,3.5,0,9,1,Y,3.5
F,east,,,,0,1,0,29,2.5,0,7,0,N,2.47
M,east,530,440,430,0,0,1,89,3.54,1,7,0,Y,3.16
M,west,,,,0,1,1,,3.2,0,2,1,Y,3.11
M,west,520,560,490,0,1,0,92,3.1,0,6,0,N,1.77
M,west,520,630,580,0,1,0,,3.7,0,2,0,N,3.87
F,east,450,540,440,0,1,0,82,3.68,1,NA,0,Y,3.55
F,west,500,540,540,0,1,0,83,3,0,6,0,N,3.71
F,west,640,510,640,0,1,0,,3.77,0,2,0,Y,3.78
M,east,470,430,410,0,1,1,57,3.3,0,6,0,Y,2.66
M,east,610,390,580,0,1,1,,2.5,0,3,0,Y,1.15
M,Out,,,,0,0,1,,2.66,0,8,0,Y,2.06
M,east,530,500,530,1,1,1,75,3,0,6,0,Y,3.52
M,Out,430,450,410,0,1,0,,2.5,1,NA,0,Y,1.9
F,east,470,510,410,0,0,1,74,3.3,0,8,1,N,3.32
M,Out,,,,0,0,1,,3.12,0,8,0,Y,2.7
M,west,520,450,570,0,1,0,65,2.96,0,3,0,N,3.38
F,east,440,480,520,0,0,1,82,3.3,1,9,0,Y,2.95
F,west,520,520,540,1,1,0,94,3.99,0,8,1,Y,3.67
F,west,500,480,560,0,1,1,86,3.2,0,8,0,Y,2.34
F,east,390,520,470,0,1,1,88,3.03,0,8,1,N,2.93
F,east,500,460,540,0,0,0,55,3,0,9,0,Y,2.05
F,west,530,490,510,0,1,1,,3.6,0,2,0,N,0
F,east,460,560,510,0,0,1,,2.35,0,3,0,N,0
F,east,490,370,480,0,1,1,73,3.12,0,6,0,N,2.73
F,east,490,550,570,0,0,0,61,3.1,1,4,0,Y,3.7
M,west,460,500,430,0,1,0,25,2.8,0,2,0,Y,2.46
F,east,450,500,450,0,0,1,,3.3,1,9,0,Y,1.44
F,west,580,600,630,0,1,0,65,4,1,2,1,Y,3.21
M,west,520,560,510,0,1,0,,2.4,0,2,0,Y,1.95
M,east,530,640,600,0,0,0,,2.98,1,3,0,N,3.07
M,east,400,500,430,0,1,1,74,3.5,0,6,0,Y,3.23
M,east,500,560,490,0,0,1,57,2.7,0,7,0,Y,1.44
F,west,540,540,590,0,1,0,,2.6,0,4,0,Y,2.21
F,west,520,510,450,0,1,1,34,2.5,0,8,0,N,2.85
M,Out,700,460,630,0,1,0,29,3,0,NA,0,N,3.51
F,Out,,,,0,1,0,,3,1,NA,1,N,3.06
M,east,430,410,430,0,1,1,83,3.3,0,9,1,N,1.87
M,east,580,650,610,0,1,0,,2.92,0,3,0,Y,3.22
F,Out,450,470,550,0,1,1,,3.7,0,NA,0,N,3.72
M,west,530,510,470,1,1,0,36,2.79,0,8,0,Y,1.95
M,east,570,660,600,0,1,1,91,3.7,1,6,1,Y,3
M,east,580,580,550,0,0,0,,3.1,1,3,0,N,0
F,east,620,790,690,0,1,1,89,3.5,0,7,1,Y,3.79
M,east,630,660,610,0,1,0,,2.4,0,2,0,N,2.33
M,east,560,620,540,0,1,1,57,3.1,0,6,0,Y,3.23
F,Out,430,440,460,1,1,1,,3,0,NA,0,Y,3.01
F,west,430,490,480,0,1,0,67,2.71,0,8,0,N,0
F,east,740,540,690,0,1,0,84,3.07,1,3,0,Y,3.73
M,west,,,,0,1,1,,3.1,1,1,1,N,3.56
M,east,500,560,490,0,0,1,86,,0,6,1,N,0
M,east,460,580,530,0,1,1,79,3.4,1,8,1,Y,2.96
M,east,540,530,510,0,1,1,71,3.3,0,8,0,Y,3.37
F,east,500,550,600,0,0,0,97,3.98,0,9,1,Y,3.8
F,east,390,430,490,0,0,0,79,3.26,0,9,0,Y,2.92
M,east,590,480,540,1,1,0,47,2.7,0,8,1,Y,2.94
F,east,590,500,530,1,1,1,84,3.7,0,8,1,Y,3.47
F,east,500,530,530,0,0,0,80,3.48,0,8,0,Y,3.82
M,east,620,520,500,0,1,0,76,3.3,1,8,0,Y,3.01
M,west,440,590,440,1,1,0,,2.7,0,2,0,Y,3.11
M,west,600,570,610,0,1,0,,2.98,0,3,0,Y,3.43
F,west,410,420,400,0,1,0,,2.33,1,9,0,N,2.47
M,west,480,560,520,1,1,0,,2.1,0,1,0,N,0
M,west,480,560,520,1,1,0,,2.1,0,1,0,N,0
F,east,590,580,570,0,0,1,75,3.5,0,5,0,Y,2.71
M,west,620,510,550,0,1,1,76,3.6,0,7,1,Y,3.6
M,west,620,510,550,0,1,1,76,3.6,0,7,1,Y,3.6
F,east,480,420,530,0,0,0,81,3.3,0,9,1,N,3.28
F,east,570,620,600,0,0,0,81,3.12,0,9,1,Y,3.43
F,east,510,540,510,0,1,1,50,2.8,0,8,0,Y,3.23
F,east,610,590,540,0,1,1,48,2.7,0,8,0,Y,3.4
M,east,500,610,500,0,1,0,40,2.8,0,8,0,Y,3.18
F,east,460,460,510,0,1,1,55,3,0,8,0,Y,3.64
F,east,520,510,470,0,0,0,88,3.7,0,8,1,N,3.15
F,east,520,530,530,0,0,1,34,2.43,0,8,0,Y,2.07
M,east,580,630,570,0,0,1,73,3.4,0,8,0,N,0
M,east,530,550,530,0,1,0,85,3.6,1,8,1,N,2.6
F,west,650,650,620,1,1,1,83,3.8,0,3,1,Y,3.91
M,west,460,470,470,0,1,0,57,2.78,0,3,0,Y,3.13
F,east,450,400,480,0,0,0,85,3.22,1,NA,1,Y,3.46
M,west,460,470,430,1,1,0,,3,1,9,0,Y,2.54
F,east,450,360,470,0,0,0,66,3.1,0,6,0,Y,3.01
M,east,510,530,430,0,0,0,74,3.3,0,8,0,Y,2.7
M,west,610,510,600,0,1,0,54,3.7,0,4,0,N,2.9
F,east,470,430,510,0,1,1,,3.3,0,8,0,Y,3.24
M,west,480,490,470,0,1,1,78,3.04,0,7,0,Y,3.52
M,east,,,,1,1,0,22,3,0,4,1,Y,3.48
M,east,400,400,370,0,1,0,73,3.3,0,6,0,Y,2.6
M,east,500,500,450,1,1,0,,3.76,1,3,1,Y,3.35
M,west,480,560,510,0,1,0,34,2.65,0,4,0,Y,3.25
F,west,520,530,480,0,1,0,,3.3,0,2,0,Y,3.44
M,east,590,610,480,0,1,0,,2.65,0,2,0,Y,2.22
F,east,440,430,490,0,1,0,90,3.3,0,9,0,N,0
F,east,540,570,560,0,1,0,64,3.3,0,6,0,Y,3.55
F,west,,,,0,1,1,38,2.5,0,4,0,N,3.4
F,east,580,460,520,0,0,0,66,3.4,0,5,1,Y,3.87
M,west,460,370,470,0,1,0,83,3.57,0,4,0,N,3.77
M,east,620,580,580,0,1,0,,2.95,0,2,0,Y,3.01
M,west,520,450,430,1,1,0,,2.66,1,2,0,Y,2.25
F,east,640,520,710,0,1,0,,4.02,0,6,1,Y,3.88
M,west,650,510,590,0,1,0,,2.6,0,2,0,N,0
F,west,550,540,590,0,1,0,82,3.34,0,4,0,N,0
F,west,430,520,400,0,1,0,62,3.01,0,4,0,Y,3.45
F,west,560,560,580,1,1,1,92,3.97,0,3,1,Y,3.88
M,Out,470,450,430,1,1,0,37,3.1,0,NA,1,Y,3.59
F,east,450,490,440,0,1,0,,3.44,0,2,0,Y,0
M,east,640,530,640,0,0,0,45,3,1,4,0,Y,3.16
M,east,480,510,440,0,1,0,,3.19,0,2,0,N,3.84
F,Out,,,,1,1,0,94,3.9,0,NA,1,Y,3.97
M,west,510,500,490,0,1,0,20,2.7,0,3,0,N,0
M,west,560,570,540,1,1,0,55,3.2,0,3,0,Y,2.7
F,east,550,600,610,0,1,0,96,4.3,0,6,1,Y,4
F,east,450,640,520,1,1,0,,3.32,0,6,0,Y,3.19
F,east,620,600,600,0,0,0,,3.08,0,3,0,Y,3.7
F,west,520,570,610,0,1,0,83,3.38,0,4,1,Y,3.64
F,west,490,470,510,0,1,0,,3.4,0,4,1,Y,3.94
F,east,570,510,580,0,1,0,58,3.2,0,7,0,N,0
F,west,510,440,570,0,1,0,21,2.7,0,4,0,Y,3.54
M,east,460,550,530,0,1,0,,2.89,0,2,0,Y,2.99
F,west,560,510,590,0,1,0,68,3.2,0,6,0,Y,2.87
F,west,450,570,530,0,1,0,68,3.8,0,6,0,Y,3.64
F,Out,440,390,400,0,1,0,,2.6,0,NA,0,Y,1.99
F,Out,,,,0,1,0,,2.7,0,NA,0,N,2.89
F,west,680,570,560,1,1,0,,3.7,0,2,1,N,3.55
M,west,520,590,510,1,1,0,,3.3,0,2,1,N,3.4
F,west,570,540,540,1,1,0,75,3.5,0,2,1,Y,3.89
F,west,,,,0,1,0,,2,0,2,0,N,0
F,west,520,470,500,0,1,0,92,2.96,0,9,1,Y,3.76
F,west,450,560,440,0,1,0,44,3.1,0,4,0,Y,3.7
F,east,610,570,680,1,1,0,,3.56,0,2,0,Y,3.57
F,west,520,530,560,0,1,1,50,2.95,0,4,0,N,0
F,east,560,590,530,1,1,0,84,3.7,0,4,1,Y,3.74
F,west,,,,0,0,0,,3.06,0,3,0,N,0
F,west,500,470,520,0,1,0,,2.6,0,1,0,Y,3.57
F,west,500,600,610,0,1,0,,3.24,0,4,0,Y,3.73
F,east,460,470,520,0,1,0,58,3,0,4,0,Y,3.86
F,east,430,500,500,0,1,0,58,3,0,3,1,Y,3.77
F,west,560,570,540,0,1,0,86,3.52,0,5,1,Y,3.78
M,west,380,520,400,0,1,0,66,3,0,6,0,Y,2.73
M,west,630,570,640,0,1,0,,2.9,0,1,1,Y,2.93
F,east,460,450,520,0,1,0,,3.64,0,6,0,Y,3.65
F,east,470,490,570,0,1,0,56,3,1,3,1,Y,3.36
F,west,540,570,480,0,1,0,,3.55,1,4,1,Y,3.87
F,west,470,450,490,0,1,0,,3.03,1,8,1,Y,2.62
F,east,470,540,470,0,1,0,60,3,0,3,0,Y,2.95
